21:31:44 ;0.21 ;0.51 ;2.39 ;0.90 ;57.45 ;3.37
21:31:45 ;0.13 ;0.50 ;0.00 ;0.00 ;59.00 ;0.61
21:31:46 ;0.00 ;0.63 ;0.00 ;0.00 ;78.00 ;1.04
21:31:47 ;0.13 ;0.50 ;0.00 ;0.00 ;51.00 ;0.61
21:31:48 ;0.25 ;0.50 ;0.00 ;0.00 ;70.00 ;0.64
21:31:49 ;0.13 ;0.50 ;0.00 ;0.00 ;36.00 ;0.47
21:31:50 ;0.00 ;0.38 ;0.00 ;0.00 ;86.00 ;1.16
21:31:51 ;0.13 ;0.50 ;0.00 ;0.00 ;28.00 ;0.68
21:31:52 ;0.25 ;0.38 ;0.00 ;0.00 ;70.00 ;0.93
21:31:53 ;0.12 ;0.62 ;0.00 ;0.00 ;38.00 ;0.84
21:31:54 ;0.13 ;0.63 ;0.00 ;0.00 ;32.00 ;0.56
21:31:55 ;0.12 ;0.75 ;0.00 ;0.00 ;49.00 ;0.63
21:31:56 ;0.13 ;0.50 ;0.00 ;0.00 ;53.00 ;0.60
21:31:57 ;0.13 ;0.63 ;0.00 ;0.00 ;31.00 ;0.65
21:31:58 ;0.13 ;0.50 ;0.00 ;0.00 ;64.00 ;0.72
21:31:59 ;0.13 ;0.38 ;0.00 ;0.00 ;38.00 ;0.55
21:32:00 ;0.00 ;0.63 ;0.00 ;0.00 ;12.00 ;0.50
21:32:01 ;0.13 ;0.75 ;0.00 ;0.00 ;38.00 ;0.58
21:32:02 ;0.25 ;0.88 ;0.00 ;0.00 ;71.00 ;0.59
21:32:03 ;0.13 ;0.63 ;0.00 ;0.00 ;55.00 ;0.75
21:32:04 ;0.00 ;0.63 ;0.00 ;0.00 ;21.78 ;0.55
21:32:05 ;0.25 ;0.50 ;0.00 ;0.00 ;46.00 ;0.61
21:32:06 ;0.13 ;0.63 ;0.00 ;0.00 ;34.00 ;0.68
21:32:07 ;0.25 ;0.50 ;0.00 ;0.00 ;202.00 ;1.43
21:32:08 ;0.12 ;0.62 ;0.00 ;0.00 ;45.00 ;0.67
21:32:09 ;0.00 ;0.63 ;0.00 ;0.00 ;25.00 ;0.68
21:32:10 ;0.12 ;0.75 ;0.00 ;0.00 ;38.00 ;0.66
21:32:11 ;0.12 ;0.62 ;0.00 ;0.00 ;34.00 ;0.74
21:32:12 ;0.13 ;0.50 ;0.00 ;0.00 ;38.00 ;0.79
21:32:13 ;0.25 ;0.50 ;0.00 ;0.00 ;148.00 ;1.50
21:32:14 ;0.12 ;0.38 ;0.00 ;0.00 ;46.00 ;0.74
21:32:15 ;0.13 ;0.50 ;0.00 ;0.00 ;48.00 ;0.56
21:32:16 ;0.13 ;0.50 ;0.00 ;0.00 ;78.00 ;0.99
21:32:17 ;0.13 ;0.63 ;0.00 ;0.00 ;62.00 ;0.63
21:32:18 ;0.25 ;0.62 ;0.00 ;0.00 ;44.00 ;0.84
21:32:19 ;0.12 ;0.62 ;0.00 ;0.00 ;62.00 ;0.56
21:32:20 ;0.13 ;0.63 ;0.00 ;0.00 ;47.00 ;0.62
21:32:21 ;0.13 ;0.50 ;0.00 ;0.00 ;30.00 ;0.57
21:32:22 ;0.25 ;0.50 ;0.00 ;0.00 ;86.00 ;0.66
21:32:23 ;0.12 ;0.37 ;0.00 ;0.00 ;60.00 ;0.65
21:32:24 ;0.13 ;0.50 ;0.00 ;0.00 ;27.00 ;0.56
21:32:25 ;0.13 ;0.63 ;0.00 ;0.00 ;199.00 ;2.57
21:32:26 ;0.00 ;0.62 ;0.00 ;0.00 ;17.00 ;0.53
21:32:27 ;0.13 ;0.63 ;0.00 ;0.00 ;40.00 ;0.57
21:32:28 ;0.25 ;0.50 ;0.00 ;0.00 ;56.00 ;0.68
21:32:29 ;0.00 ;0.38 ;0.00 ;0.00 ;42.00 ;1.19
21:32:30 ;0.13 ;0.50 ;0.00 ;0.00 ;38.00 ;0.61
21:32:31 ;0.25 ;0.63 ;0.00 ;0.00 ;63.00 ;0.70
21:32:32 ;0.13 ;0.50 ;0.00 ;0.00 ;45.00 ;0.67
21:32:33 ;0.25 ;0.63 ;0.00 ;0.00 ;49.00 ;0.94
21:32:34 ;0.12 ;0.50 ;0.00 ;0.00 ;41.00 ;0.68
21:32:35 ;0.13 ;0.75 ;0.00 ;0.00 ;43.00 ;0.74
21:32:36 ;0.13 ;0.38 ;0.00 ;0.00 ;51.00 ;0.69
21:32:37 ;0.25 ;0.38 ;0.00 ;0.00 ;76.00 ;0.68
21:32:38 ;0.13 ;0.50 ;0.00 ;0.00 ;52.00 ;0.67
21:32:39 ;0.12 ;0.50 ;0.00 ;0.00 ;46.00 ;0.65
21:32:40 ;0.25 ;0.50 ;0.00 ;0.00 ;60.00 ;0.72
21:32:41 ;0.13 ;0.63 ;0.00 ;0.00 ;49.00 ;0.73
21:32:42 ;0.12 ;0.87 ;0.00 ;0.00 ;39.00 ;0.64
21:32:43 ;0.13 ;0.63 ;0.00 ;0.00 ;51.00 ;0.76
21:32:44 ;0.25 ;0.50 ;0.00 ;0.00 ;53.00 ;0.85
21:32:45 ;0.13 ;0.50 ;0.00 ;0.00 ;56.00 ;0.79
21:32:46 ;0.13 ;0.38 ;0.00 ;0.00 ;66.00 ;1.02
21:32:47 ;0.25 ;0.38 ;0.00 ;0.00 ;64.00 ;0.78
21:32:48 ;0.13 ;0.63 ;0.00 ;0.00 ;32.00 ;0.81
21:32:49 ;0.25 ;0.50 ;0.00 ;0.00 ;51.00 ;1.00
21:32:50 ;0.25 ;0.75 ;0.00 ;0.00 ;55.00 ;0.65
21:32:51 ;0.12 ;0.50 ;0.00 ;0.00 ;37.00 ;0.76
21:32:52 ;0.13 ;0.38 ;0.00 ;0.00 ;40.00 ;0.62
21:32:53 ;0.25 ;0.50 ;0.00 ;0.00 ;58.00 ;0.97
21:32:54 ;0.25 ;0.38 ;0.00 ;0.00 ;58.00 ;0.83
21:32:55 ;0.13 ;0.38 ;0.00 ;0.00 ;37.00 ;0.81
21:32:56 ;0.12 ;0.50 ;0.00 ;0.00 ;352.00 ;2.15
21:32:57 ;0.25 ;0.50 ;0.00 ;0.00 ;50.00 ;0.78
21:32:58 ;0.12 ;0.62 ;0.00 ;0.00 ;31.00 ;0.61
21:32:59 ;0.13 ;0.63 ;0.00 ;0.00 ;49.00 ;0.59
21:33:00 ;0.13 ;0.50 ;0.00 ;0.00 ;47.00 ;0.91
21:33:01 ;0.12 ;0.62 ;0.00 ;0.00 ;27.00 ;0.70
21:33:02 ;0.12 ;0.50 ;0.00 ;0.00 ;38.00 ;0.58
21:33:03 ;0.13 ;0.50 ;0.00 ;0.00 ;53.00 ;0.58
21:33:04 ;0.13 ;0.38 ;0.00 ;0.00 ;37.00 ;0.70
