nohup: ignoring input
Linux 5.14.0-427.44.1.el9_4.x86_64 (bc488234cf69) 	11/22/24 	_x86_64_	(8 CPU)

22:33:33     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:38:10     all    3.67    0.00    1.39    0.00    0.38    0.38    0.00    0.00    0.00   94.18
22:38:11     all    7.54    0.00    4.02    0.25    0.50    0.50    0.00    0.00    0.00   87.19
22:38:12     all    6.79    0.00    2.39    0.00    0.25    0.50    0.00    0.00    0.00   90.06
22:38:13     all    5.13    0.00    1.75    0.25    0.50    0.25    0.00    0.00    0.00   92.12
22:38:14     all    4.03    0.00    1.26    0.00    0.38    0.50    0.13    0.00    0.00   93.71
22:38:15     all    3.25    0.00    1.50    0.12    0.62    0.38    0.00    0.00    0.00   94.12
22:38:16     all   16.15    0.00    1.63    0.00    0.38    0.25    0.25    0.00    0.00   81.35
22:38:17     all    6.77    0.00    2.26    0.00    0.50    0.75    0.00    0.00    0.00   89.72
22:38:18     all    4.28    0.00    2.64    0.00    0.50    0.38    0.00    0.00    0.00   92.20
22:38:19     all    4.15    0.00    2.14    0.00    0.25    0.50    0.00    0.00    0.00   92.96
22:38:20     all    4.64    0.00    1.51    0.00    0.50    0.25    0.00    0.00    0.00   93.10
22:38:21     all    5.52    0.00    2.89    0.50    0.25    0.38    0.00    0.00    0.00   90.46
22:38:22     all    4.14    0.00    2.13    0.13    0.63    0.63    0.00    0.00    0.00   92.36
22:38:23     all    2.26    0.00    1.76    0.00    0.38    0.00    0.00    0.00    0.00   95.61
22:38:24     all    3.13    0.00    2.00    0.13    0.25    0.38    0.00    0.00    0.00   94.12
22:38:25     all    6.77    0.00    2.38    0.88    0.63    0.75    0.00    0.00    0.00   88.60
22:38:26     all    6.55    0.00    1.64   10.83    0.38    0.13    0.00    0.00    0.00   80.48
22:38:27     all    4.64    0.00    1.88   11.54    0.25    0.50    0.00    0.00    0.00   81.18
22:38:28     all    2.50    0.00    1.50   12.00    0.62    0.50    0.12    0.00    0.00   82.75
22:38:29     all    3.39    0.00    2.01   11.31    0.50    0.25    0.00    0.00    0.00   82.54
22:38:30     all    2.14    0.00    1.01   12.11    0.13    0.38    0.00    0.00    0.00   84.24
22:38:31     all    4.01    0.00    3.01   11.78    0.50    0.38    0.00    0.00    0.00   80.33
22:38:32     all    8.20    0.00    3.03   11.10    0.50    0.38    0.00    0.00    0.00   76.80
22:38:33     all    3.50    0.00    1.75   11.86    0.50    0.50    0.00    0.00    0.00   81.90
22:38:34     all    8.18    0.00    2.39   11.32    0.38    0.25    0.00    0.00    0.00   77.48
22:38:35     all    4.29    0.00    1.64   11.74    0.38    0.51    0.00    0.00    0.00   81.44
22:38:36     all    2.49    0.00    0.87   11.96    0.62    0.37    0.00    0.00    0.00   83.69
22:38:37     all    2.39    0.00    1.76   11.84    0.00    0.13    0.13    0.00    0.00   83.75
22:38:38     all    4.39    0.00    1.25   11.53    0.38    0.50    0.00    0.00    0.00   81.95
22:38:39     all    4.03    0.00    2.01   11.57    0.63    0.38    0.00    0.00    0.00   81.38
22:38:40     all    4.39    0.00    1.63   11.54    0.38    0.38    0.00    0.00    0.00   81.68
22:38:41     all    4.89    0.00    3.26   11.42    0.50    0.38    0.00    0.00    0.00   79.55
22:38:42     all    5.93    0.00    2.77   11.73    0.38    0.38    0.00    0.00    0.00   78.81
22:38:43     all   15.64    0.00    1.64   10.34    0.50    0.38    0.00    0.00    0.00   71.50
22:38:44     all    3.39    0.00    1.63   11.93    0.25    0.38    0.00    0.00    0.00   82.41
22:38:45     all    3.40    0.00    1.64   11.84    0.38    0.38    0.00    0.00    0.00   82.37
22:38:46     all    3.11    0.00    1.24   11.82    0.50    0.37    0.00    0.00    0.00   82.96
22:38:47     all    4.93    0.00    1.26   11.88    0.25    0.51    0.00    0.00    0.00   81.16
22:38:48     all    3.39    0.00    2.26   11.79    0.63    0.38    0.00    0.00    0.00   81.56
22:38:49     all    4.02    0.00    2.01   11.79    0.25    0.38    0.00    0.00    0.00   81.56
22:38:50     all    2.26    0.00    0.88   11.95    0.38    0.25    0.13    0.00    0.00   84.15
22:38:51     all    4.28    0.00    2.64   11.82    0.50    0.38    0.00    0.00    0.00   80.38
22:38:52     all    4.55    0.00    2.40   11.74    0.13    0.25    0.00    0.00    0.00   80.93
22:38:53     all    2.13    0.00    1.13   12.02    0.75    0.38    0.00    0.00    0.00   83.60
22:38:54     all    6.23    0.00    2.12   11.10    0.25    0.50    0.37    0.00    0.00   79.43
22:38:55     all    6.28    0.00    1.63   11.31    0.25    0.25    0.00    0.00    0.00   80.28
22:38:56     all    5.78    0.00    1.51   11.81    0.50    0.25    0.00    0.00    0.00   80.15
22:38:57     all    3.14    0.00    1.63   11.81    0.25    0.50    0.00    0.00    0.00   82.66
22:38:58     all    3.25    0.00    1.12   11.75    0.62    0.38    0.00    0.00    0.00   82.88
22:38:59     all    3.40    0.00    2.01   11.57    0.25    0.25    0.00    0.00    0.00   82.52
22:39:00     all    3.53    0.00    1.01   11.98    0.13    0.25    0.13    0.00    0.00   82.98
22:39:01     all    8.77    0.00    2.88   11.03    0.88    0.63    0.00    0.00    0.00   75.81
22:39:02     all    7.18    0.00    3.40   10.71    0.13    0.38    0.00    0.00    0.00   78.21
22:39:03     all    3.66    0.00    1.64   11.48    0.63    0.25    0.00    0.00    0.00   82.35
22:39:04     all    8.65    0.00    1.88   11.28    0.38    0.50    0.00    0.00    0.00   77.32
22:39:05     all    2.76    0.00    1.76   11.93    0.25    0.25    0.00    0.00    0.00   83.04
22:39:06     all    2.13    0.00    1.00   12.02    0.50    0.25    0.00    0.00    0.00   84.11
22:39:07     all    2.88    0.00    1.50   11.76    0.25    0.38    0.00    0.00    0.00   83.23
22:39:08     all   19.27    0.00    1.76    9.19    0.38    0.63    0.00    0.00    0.00   68.77
22:39:09     all    5.03    0.00    2.14   11.56    0.50    0.38    0.00    0.00    0.00   80.40
22:39:10     all    2.38    0.00    0.88   11.90    0.25    0.38    0.00    0.00    0.00   84.21
22:39:11     all    5.52    0.00    3.89   11.29    0.50    0.13    0.13    0.00    0.00   78.54
22:39:12     all    4.62    0.00    2.50   11.50    0.38    0.75    0.00    0.00    0.00   80.25
22:39:13     all    1.89    0.00    1.13   12.20    0.38    0.13    0.00    0.00    0.00   84.28
22:39:14     all    3.51    0.00    1.38   11.79    0.25    0.25    0.13    0.00    0.00   82.69
22:39:15     all    7.16    0.00    1.76   10.93    0.50    0.63    0.00    0.00    0.00   79.02
22:39:16     all   12.02    0.00    3.25   11.01    0.38    0.50    0.00    0.00    0.00   72.84
22:39:17     all    4.42    0.00    1.01   12.01    0.38    0.13    0.00    0.00    0.00   82.05
22:39:18     all    4.14    0.00    3.13   11.78    0.38    0.38    0.00    0.00    0.00   80.20
22:39:19     all    3.26    0.00    1.50   11.78    0.50    0.50    0.13    0.00    0.00   82.33
22:39:20     all    2.01    0.00    1.13   12.06    0.25    0.00    0.00    0.00    0.00   84.55
22:39:21     all    4.78    0.00    2.77   11.32    0.50    0.38    0.00    0.00    0.00   80.25
22:39:22     all    7.89    0.00    3.01   11.28    0.38    0.63    0.00    0.00    0.00   76.82
22:39:23     all    4.16    0.00    1.77   11.73    0.25    0.25    0.00    0.00    0.00   81.84
22:39:24     all    2.88    0.00    2.00   11.75    0.50    0.38    0.00    0.00    0.00   82.50
22:39:25     all    5.62    0.00    2.00   11.74    0.50    0.37    0.00    0.00    0.00   79.78
22:39:26     all    5.03    0.00    1.13   11.82    0.25    0.50    0.00    0.00    0.00   81.26
22:39:27     all    4.05    0.00    1.65   11.90    0.38    0.13    0.00    0.00    0.00   81.90
22:39:28     all    2.76    0.00    1.51   11.93    0.38    0.38    0.00    0.00    0.00   83.04
22:39:29     all   20.50    0.00    2.62    9.50    0.62    0.75    0.00    0.00    0.00   66.00
22:39:30     all    2.77    0.00    1.13   11.98    0.25    0.13    0.00    0.00    0.00   83.73
22:39:31     all    4.62    0.00    2.75   11.36    0.50    0.50    0.00    0.00    0.00   80.27
22:39:32     all    6.65    0.00    3.14   10.66    0.38    0.38    0.00    0.00    0.00   78.80
22:39:33     all    2.38    0.00    2.01   11.79    0.38    0.13    0.00    0.00    0.00   83.31
22:39:34     all    9.81    0.00    1.76   10.94    0.38    0.38    0.00    0.00    0.00   76.73
22:39:35     all    3.25    0.00    1.88   11.64    0.38    0.63    0.00    0.00    0.00   82.23
22:39:36     all    5.53    0.00    1.13   11.57    0.50    0.13    0.00    0.00    0.00   81.13
22:39:37     all    4.00    0.00    1.50   11.88    0.25    0.50    0.00    0.00    0.00   81.88
22:39:38     all    3.64    0.00    1.38   11.81    0.38    0.38    0.00    0.00    0.00   82.41
22:39:39     all    4.00    0.00    1.88   11.75    0.50    0.50    0.00    0.00    0.00   81.38
22:39:40     all    2.26    0.00    1.13   11.93    0.25    0.13    0.13    0.00    0.00   84.17
22:39:41     all    5.40    0.00    3.51   11.17    0.50    0.25    0.00    0.00    0.00   79.17
22:39:42     all    5.77    0.00    2.89   11.42    0.38    0.63    0.00    0.00    0.00   78.92
22:39:43     all    7.17    0.00    1.64   11.45    0.63    0.38    0.00    0.00    0.00   78.74
22:39:44     all    3.27    0.00    1.38   11.57    0.25    0.38    0.00    0.00    0.00   83.14
22:39:45     all    4.63    0.00    1.88   11.76    0.38    0.63    0.00    0.00    0.00   80.73
22:39:46     all    2.88    0.00    1.25   11.90    0.38    0.00    0.38    0.00    0.00   83.21
22:39:47     all    3.01    0.00    1.50   11.90    0.38    0.50    0.13    0.00    0.00   82.58
22:39:48     all    3.39    0.00    2.26   11.92    0.38    0.50    0.00    0.00    0.00   81.56
22:39:49     all    3.02    0.00    2.01   11.68    0.25    0.25    0.13    0.00    0.00   82.66
22:39:50     all   23.46    0.00    2.26    9.28    0.75    0.75    0.00    0.00    0.00   63.49
22:39:51     all   19.12    0.00    4.40    9.31    0.50    1.64    0.00    0.00    0.00   65.03
22:39:52     all    4.12    0.00    2.50   11.24    0.50    0.25    0.12    0.00    0.00   81.27
22:39:53     all    1.88    0.00    1.38   12.06    0.38    0.25    0.00    0.00    0.00   84.05
22:39:54     all    2.39    0.00    1.38   11.95    0.13    0.25    0.00    0.00    0.00   83.90
22:39:55     all    5.14    0.00    2.01   11.65    0.50    0.50    0.00    0.00    0.00   80.20
22:39:56     all    7.87    0.00    1.87   11.11    0.37    0.25    0.00    0.00    0.00   78.53
22:39:57     all    8.05    0.00    2.26   11.07    0.63    0.63    0.00    0.00    0.00   77.36
22:39:58     all    3.51    0.00    1.25   11.78    0.38    0.25    0.00    0.00    0.00   82.83
22:39:59     all    4.15    0.00    1.88   11.81    0.13    0.75    0.00    0.00    0.00   81.28
22:40:00     all    2.13    0.00    1.38   11.89    0.50    0.00    0.00    0.00    0.00   84.11
22:40:01     all    4.77    0.00    2.64   11.43    0.38    0.25    0.00    0.00    0.00   80.53
22:40:02     all    6.99    0.00    3.12   11.11    0.62    0.75    0.00    0.00    0.00   77.40
22:40:03     all    3.14    0.00    2.13   12.05    0.25    0.13    0.00    0.00    0.00   82.31
22:40:04     all   24.03    0.00    2.64    9.43    0.75    0.63    0.00    0.00    0.00   62.52
22:40:05     all    4.77    0.00    2.01   11.92    0.13    0.50    0.13    0.00    0.00   80.55
22:40:06     all    3.64    0.00    0.88   11.68    0.38    0.13    0.00    0.00    0.00   83.29
22:40:07     all    2.25    0.00    1.62   12.00    0.50    0.50    0.00    0.00    0.00   83.12
22:40:08     all    3.39    0.00    1.76   11.92    0.25    0.13    0.00    0.00    0.00   82.56
22:40:09     all    3.39    0.00    1.88   11.68    0.50    0.50    0.00    0.00    0.00   82.04
22:40:10     all    2.26    0.00    1.00   12.05    0.25    0.25    0.00    0.00    0.00   84.19
22:40:11     all    8.02    0.00    3.88   11.28    0.50    0.50    0.00    0.00    0.00   75.81
22:40:12     all    4.92    0.00    2.52   11.10    0.50    0.38    0.00    0.00    0.00   80.58
22:40:13     all    3.00    0.00    1.38   12.00    0.25    0.25    0.12    0.00    0.00   83.00
22:40:14     all    2.51    0.00    1.38   12.05    0.50    0.25    0.00    0.00    0.00   83.31
22:40:15     all    3.13    0.00    1.63   11.76    0.25    0.38    0.00    0.00    0.00   82.85
22:40:16     all    4.01    0.00    1.13   11.89    0.25    0.50    0.00    0.00    0.00   82.23
22:40:17     all    3.00    0.00    1.50   11.76    0.63    0.13    0.00    0.00    0.00   82.98
22:40:18     all    5.04    0.00    3.03   10.59    0.25    0.50    0.00    0.00    0.00   80.58
22:40:19     all    2.89    0.00    1.64   11.95    0.25    0.38    0.00    0.00    0.00   82.89
22:40:20     all    3.26    0.00    1.00   11.92    0.50    0.25    0.00    0.00    0.00   83.06
22:40:21     all    4.26    0.00    2.51   11.78    0.25    0.25    0.25    0.00    0.00   80.70
22:40:22     all    3.52    0.00    2.01   11.82    0.38    0.25    0.13    0.00    0.00   81.89
22:40:23     all    2.37    0.00    1.50   11.99    0.62    0.50    0.12    0.00    0.00   82.90
22:40:24     all    3.27    0.00    1.26   11.95    0.00    0.38    0.00    0.00    0.00   83.14
22:40:25     all    6.88    0.00    2.38   11.50    0.62    0.12    0.00    0.00    0.00   78.50
22:40:26     all    6.04    0.00    1.26   11.70    0.38    0.38    0.00    0.00    0.00   80.25
22:40:27     all   15.39    0.00    1.63   10.14    0.25    0.63    0.00    0.00    0.00   71.96
22:40:28     all    2.77    0.00    1.26   12.11    0.38    0.25    0.00    0.00    0.00   83.23
22:40:29     all    3.03    0.00    1.89   11.87    0.38    0.00    0.00    0.00    0.00   82.83
22:40:30     all    1.88    0.00    1.00   12.12    0.38    0.38    0.00    0.00    0.00   84.25
22:40:31     all    4.77    0.00    2.64   11.81    0.38    0.50    0.00    0.00    0.00   79.90
22:40:32     all    6.55    0.00    3.15   11.59    0.38    0.25    0.00    0.00    0.00   78.09
22:40:33     all    5.14    0.00    2.13   11.65    0.50    0.13    0.13    0.00    0.00   80.33
22:40:34     all    8.52    0.00    2.01   10.53    0.50    0.88    0.13    0.00    0.00   77.44
22:40:35     all    2.65    0.00    1.64   12.14    0.13    0.00    0.00    0.00    0.00   83.44
22:40:36     all    2.62    0.00    1.00   11.86    0.37    0.12    0.00    0.00    0.00   84.02
22:40:37     all    2.26    0.00    1.25   12.05    0.38    0.63    0.00    0.00    0.00   83.44
22:40:38     all    2.39    0.00    1.13   12.08    0.25    0.25    0.00    0.00    0.00   83.90
22:40:39     all    4.74    0.00    2.00   11.61    0.37    0.25    0.00    0.00    0.00   81.02
22:40:40     all    2.14    0.00    1.26   12.20    0.38    0.25    0.00    0.00    0.00   83.77
22:40:41     all    5.65    0.00    3.01   11.67    0.50    0.50    0.00    0.00    0.00   78.67
22:40:42     all    4.78    0.00    2.39   11.70    0.25    0.25    0.00    0.00    0.00   80.63
22:40:43     all    2.38    0.00    1.25   12.05    0.38    0.13    0.13    0.00    0.00   83.69
22:40:44     all    2.86    0.00    1.37   11.82    0.37    0.62    0.12    0.00    0.00   82.84
22:40:45     all    3.53    0.00    1.51   11.73    0.25    0.25    0.00    0.00    0.00   82.72
22:40:46     all    4.39    0.00    1.00   11.90    0.38    0.38    0.00    0.00    0.00   81.95
22:40:47     all    2.76    0.00    1.50   11.90    0.38    0.25    0.00    0.00    0.00   83.21
22:40:48     all    2.77    0.00    2.27   11.96    0.38    0.50    0.00    0.00    0.00   82.12
22:40:49     all    3.01    0.00    1.75   11.90    0.38    0.13    0.00    0.00    0.00   82.83
22:40:50     all    3.51    0.00    1.00   12.05    0.38    0.38    0.13    0.00    0.00   82.56
22:40:51     all    5.03    0.00    2.51   11.56    0.38    0.38    0.13    0.00    0.00   80.03
22:40:52     all    4.04    0.00    1.77   11.74    0.38    0.13    0.00    0.00    0.00   81.94
22:40:53     all   11.59    0.00    3.27   10.96    0.50    0.50    0.00    0.00    0.00   73.17
22:40:54     all    4.10    0.00    1.62   11.57    0.37    0.50    0.12    0.00    0.00   81.72
22:40:55     all    4.67    0.00    2.27   11.49    0.38    0.13    0.00    0.00    0.00   81.06
22:40:56     all    5.88    0.00    1.25   11.50    0.50    0.38    0.00    0.00    0.00   80.50
22:40:57     all   15.76    0.00    1.77   10.47    0.25    0.38    0.00    0.00    0.00   71.37
22:40:58     all    2.75    0.00    1.13   11.76    0.25    0.50    0.00    0.00    0.00   83.60
22:40:59     all    2.63    0.00    1.76   11.54    0.50    0.13    0.00    0.00    0.00   83.44
22:41:00     all    4.28    0.00    1.13   11.71    0.25    0.38    0.00    0.00    0.00   82.24
22:41:01     all    5.26    0.00    2.75   11.01    0.38    0.25    0.00    0.00    0.00   80.35
22:41:02     all    6.52    0.00    3.26   11.65    0.50    0.50    0.25    0.00    0.00   77.32
22:41:03     all    3.01    0.00    1.76   11.79    0.50    0.13    0.00    0.00    0.00   82.81
22:41:04     all    8.77    0.00    1.63   11.65    0.25    0.75    0.13    0.00    0.00   76.82
22:41:05     all    2.63    0.00    1.63   11.92    0.38    0.13    0.00    0.00    0.00   83.31
22:41:06     all    1.64    0.00    0.88   12.20    0.50    0.13    0.00    0.00    0.00   84.65
22:41:07     all    5.27    0.00    2.01   11.29    0.25    0.50    0.00    0.00    0.00   80.68
22:41:08     all    2.88    0.00    1.25   11.76    0.25    0.38    0.00    0.00    0.00   83.48
22:41:09     all    4.38    0.00    1.88   11.50    0.50    0.12    0.00    0.00    0.00   81.62
22:41:10     all    2.13    0.00    1.13   12.17    0.38    0.38    0.00    0.00    0.00   83.81
22:41:11     all    4.80    0.00    3.54   11.24    0.38    0.25    0.00    0.00    0.00   79.80
22:41:12     all    5.38    0.00    2.50   11.26    0.25    0.50    0.00    0.00    0.00   80.10
22:41:13     all    2.01    0.00    1.63   11.90    0.50    0.13    0.00    0.00    0.00   83.83
22:41:14     all    2.88    0.00    1.25   12.03    0.50    0.50    0.00    0.00    0.00   82.83
22:41:15     all    3.00    0.00    1.62   11.88    0.25    0.25    0.00    0.00    0.00   83.00
22:41:16     all    2.51    0.00    1.13   11.90    0.25    0.38    0.00    0.00    0.00   83.83
22:41:17     all    3.51    0.00    1.25   11.79    0.38    0.25    0.13    0.00    0.00   82.69
22:41:18     all    4.13    0.00    2.63   11.76    0.38    0.38    0.00    0.00    0.00   80.73
22:41:19     all    2.76    0.00    1.63   12.06    0.38    0.25    0.00    0.00    0.00   82.91
22:41:20     all    2.62    0.00    1.12   11.99    0.50    0.37    0.00    0.00    0.00   83.40
22:41:21     all    7.79    0.00    4.27   11.18    0.50    0.50    0.00    0.00    0.00   75.75
22:41:22     all    4.83    0.00    3.18   11.82    0.25    0.13    0.00    0.00    0.00   79.80
22:41:23     all    2.12    0.00    1.75   11.75    0.38    0.25    0.00    0.00    0.00   83.75
22:41:24     all    2.75    0.00    1.37   11.86    0.37    0.62    0.12    0.00    0.00   82.90
22:41:25     all    4.76    0.00    1.80   11.84    0.51    0.13    0.00    0.00    0.00   80.95
22:41:26     all   30.05    0.00    6.91    2.17    0.51    1.53    2.94    0.00    0.00   55.88
22:41:27     all    4.75    0.00    2.00    0.12    0.75    0.62    0.00    0.00    0.00   91.75
22:41:28     all    2.77    0.00    1.13    0.00    0.13    0.13    0.00    0.00    0.00   95.84
22:41:29     all    3.77    0.00    1.76    0.00    0.50    0.50    0.00    0.00    0.00   93.46
22:41:30     all    3.25    0.00    1.37    0.25    0.37    0.25    0.00    0.00    0.00   94.51
22:41:31     all    4.17    0.00    2.90    0.00    0.38    0.38    0.00    0.00    0.00   92.17
22:41:32     all    9.16    0.00    4.77    0.00    0.63    0.50    0.00    0.00    0.00   84.94
22:41:33     all    4.02    0.00    1.88    0.25    0.50    0.50    0.00    0.00    0.00   92.85
22:41:34     all    7.44    0.00    2.14    0.00    0.38    0.25    0.00    0.00    0.00   89.79
22:41:35     all    5.65    0.00    3.39    0.13    0.63    0.50    0.00    0.00    0.00   89.71
22:41:36     all    4.78    0.00    1.51    0.25    0.38    0.63    0.00    0.00    0.00   92.45
22:41:37     all    5.18    0.00    2.90    0.00    0.51    0.13    0.00    0.00    0.00   91.29
22:41:38     all    4.28    0.00    1.64    0.00    0.38    0.38    0.00    0.00    0.00   93.33
22:41:39     all    3.27    0.00    1.76    0.13    0.25    0.50    0.00    0.00    0.00   94.10
22:41:40     all    2.38    0.00    1.50    0.00    0.63    0.38    0.00    0.00    0.00   95.12
22:41:41     all    4.16    0.00    3.40    0.13    0.38    0.38    0.00    0.00    0.00   91.55
22:41:42     all    5.14    0.00    2.51    0.13    0.38    0.25    0.13    0.00    0.00   91.47
22:41:43     all   41.55    0.00    6.10    0.13    0.89    0.89    0.00    0.00    0.00   50.44
22:41:44     all   48.79    0.00    9.43    0.00    1.15    1.53    0.00    0.00    0.00   39.11
22:41:45     all   24.50    0.00    2.75    0.25    0.62    0.62    0.12    0.00    0.00   71.12
22:41:46     all    2.14    0.00    1.13    0.13    0.38    0.38    0.00    0.00    0.00   95.85
22:41:47     all    3.38    0.00    1.13    0.00    0.38    0.38    0.00    0.00    0.00   94.74
22:41:48     all    3.50    0.00    2.62    0.00    0.37    0.50    0.25    0.00    0.00   92.76
22:41:49     all   52.96    0.00   10.44    0.00    0.75    2.64    0.00    0.00    0.00   33.21
22:41:50     all   57.22    0.00    9.83    0.13    1.28    3.19    0.00    0.00    0.00   28.35
22:41:51     all   53.54    0.00   10.25    0.13    1.27    2.28    0.00    0.00    0.00   32.53
22:41:52     all   64.19    0.00    8.32    0.38    1.13    1.64    0.00    0.00    0.00   24.34
22:41:53     all   63.20    0.00    9.39    0.13    1.02    2.79    0.00    0.00    0.00   23.48
22:41:54     all   67.68    0.00   10.56    0.13    1.15    1.78    0.00    0.00    0.00   18.70
22:41:55     all   70.03    0.00   10.84    0.13    1.02    1.53    0.00    0.00    0.00   16.45
22:41:56     all   65.89    0.00    9.27    0.00    1.16    2.06    0.00    0.00    0.00   21.62
22:41:57     all   61.99    0.00    9.31    0.13    1.40    2.17    0.00    0.00    0.00   25.00
22:41:58     all   57.89    0.00    8.52    0.13    1.15    1.78    0.00    0.00    0.00   30.53
22:41:59     all   57.07    0.00    9.30    0.13    1.15    1.66    0.00    0.00    0.00   30.70
22:42:00     all   62.77    0.00    6.48    0.00    1.02    1.27    0.00    0.00    0.00   28.46
22:42:01     all   57.53    0.00    9.31    0.00    1.15    1.28    0.00    0.00    0.00   30.74
22:42:02     all   58.78    0.00   13.23    0.00    1.15    1.40    0.00    0.00    0.00   25.45
22:42:03     all   59.24    0.00   12.78    0.13    1.14    1.39    0.00    0.00    0.00   25.32
22:42:04     all   68.07    0.00   11.20    0.13    1.15    2.16    0.00    0.00    0.00   17.30
22:42:05     all   15.27    0.00    4.88    0.50    0.75    1.63    0.00    0.00    0.00   76.97
22:42:06     all    4.91    0.00    2.26    0.00    0.50    0.63    0.00    0.00    0.00   91.70
22:42:07     all   12.66    0.00    4.81    0.25    1.01    1.90    0.00    0.00    0.00   79.37
22:42:08     all    6.82    0.00    3.66    0.00    0.51    0.88    0.00    0.00    0.00   88.13
22:42:09     all   11.93    0.00    5.53    0.38    0.75    1.38    0.13    0.00    0.00   79.90
22:42:10     all   12.11    0.00    4.04    0.50    0.76    1.26    0.00    0.00    0.00   81.34
22:42:11     all    8.02    0.00    5.14    0.00    0.63    0.88    0.13    0.00    0.00   85.21
22:42:12     all    8.23    0.00    3.29    0.00    0.63    0.76    0.00    0.00    0.00   87.09
22:42:13     all    5.24    0.00    2.25    0.12    0.75    0.62    0.12    0.00    0.00   90.89
22:42:14     all   12.81    0.00    1.88    0.13    0.38    0.75    0.00    0.00    0.00   84.05
22:42:15     all   11.06    0.00    2.39    0.00    0.63    0.63    0.00    0.00    0.00   85.30
22:42:16     all    6.53    0.00    2.14    0.00    0.63    1.01    0.00    0.00    0.00   89.70
22:42:17     all    3.78    0.00    1.89    0.25    0.38    0.63    0.00    0.00    0.00   93.07
22:42:18     all    5.15    0.00    3.52    0.38    0.63    0.50    0.13    0.00    0.00   89.70
22:42:19     all   13.98    0.00    6.17    0.00    0.76    1.13    0.00    0.00    0.00   77.96
22:42:20     all   20.75    0.00    3.27    0.25    0.63    1.01    0.00    0.00    0.00   74.09
22:42:21     all    9.51    0.00    4.38    0.13    0.63    1.00    0.00    0.00    0.00   84.36
22:42:22     all    5.01    0.00    2.88    0.00    0.63    0.63    0.00    0.00    0.00   90.86
22:42:23     all    3.26    0.00    2.26    0.25    0.38    0.50    0.00    0.00    0.00   93.36
22:42:24     all    4.17    0.00    2.02    0.13    0.63    0.38    0.00    0.00    0.00   92.68
22:42:25     all   12.85    0.00    4.16    0.00    0.50    1.26    0.00    0.00    0.00   81.23
22:42:26     all    9.22    0.00    1.87    0.00    0.75    0.62    0.00    0.00    0.00   87.55
22:42:27     all    4.53    0.00    2.02    0.25    0.25    0.63    0.00    0.00    0.00   92.32
22:42:28     all    4.49    0.00    2.12    0.12    0.62    0.62    0.00    0.00    0.00   92.02
22:42:29     all    6.46    0.00    3.04    0.25    0.51    0.63    0.00    0.00    0.00   89.11
22:42:30     all   14.70    0.00    2.01    0.13    0.50    0.88    0.00    0.00    0.00   81.78
22:42:31     all    5.15    0.00    3.39    0.25    0.63    0.50    0.00    0.00    0.00   90.08
22:42:32     all    6.55    0.00    2.90    0.25    0.50    0.50    0.00    0.00    0.00   89.29
22:42:33     all    4.91    0.00    3.40    0.00    0.50    0.75    0.00    0.00    0.00   90.44
22:42:34     all    8.94    0.00    2.27   14.11    0.38    0.50    0.00    0.00    0.00   73.80
22:42:35     all    2.88    0.00    1.50   23.68    0.50    0.38    0.00    0.00    0.00   71.05
22:42:36     all    5.66    0.00    2.14   10.31    0.38    0.88    0.25    0.00    0.00   80.38
22:42:37     all    6.01    0.00    2.50    5.13    0.75    0.63    0.00    0.00    0.00   84.98
22:42:38     all    2.41    0.00    1.01   19.24    0.25    0.25    0.00    0.00    0.00   76.84
22:42:39     all    3.00    0.00    1.88   33.75    0.38    0.50    0.00    0.00    0.00   60.50
22:42:40     all    8.83    0.00    3.03    4.29    0.63    1.39    0.13    0.00    0.00   81.72
22:42:41     all    6.79    0.00    4.03    2.26    0.63    0.25    0.13    0.00    0.00   85.91
22:42:42     all    5.76    0.00    3.26    0.25    0.38    0.75    0.00    0.00    0.00   89.60
22:42:43     all    7.74    0.00    2.37    0.25    0.75    0.62    0.00    0.00    0.00   88.26
22:42:44     all    4.37    0.00    2.25    0.00    0.25    0.87    0.00    0.00    0.00   92.26
22:42:45     all    7.55    0.00    3.02    0.13    1.01    0.63    0.00    0.00    0.00   87.67
22:42:46     all   10.08    0.00    3.53    0.13    0.38    1.26    0.00    0.00    0.00   84.63
22:42:47     all   19.35    0.00    3.27    0.00    0.88    1.13    0.00    0.00    0.00   75.38
22:42:48     all   10.41    0.00    4.06    0.00    1.02    1.27    0.00    0.00    0.00   83.25
22:42:49     all    8.45    0.00    4.29    0.00    1.01    1.01    0.00    0.00    0.00   85.25
22:42:50     all   11.22    0.00    3.28    0.13    0.76    1.13    0.00    0.00    0.00   83.48
22:42:51     all    5.81    0.00    3.41    0.25    0.38    0.38    0.00    0.00    0.00   89.77
22:42:52     all    5.26    0.00    3.00    0.00    0.63    0.50    0.00    0.00    0.00   90.61
22:42:53     all    4.39    0.00    1.63    0.13    0.38    0.38    0.13    0.00    0.00   92.98
22:42:54     all    3.02    0.00    1.88    0.00    0.50    0.63    0.00    0.00    0.00   93.97
22:42:55     all    6.02    0.00    2.38    0.00    0.50    0.25    0.13    0.00    0.00   90.73
22:42:56     all    8.19    0.00    1.39    0.00    0.38    0.50    0.00    0.00    0.00   89.55
22:42:57     all    2.76    0.00    1.63    0.00    0.38    0.63    0.00    0.00    0.00   94.60
22:42:58     all   13.91    0.00    1.50    0.25    0.38    0.00    0.00    0.00    0.00   83.96
