nohup: ignoring input
Linux 5.14.0-427.44.1.el9_4.x86_64 (bc488234cf69) 	11/22/24 	_x86_64_	(8 CPU)

22:33:33     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:42:59     all    2.76    0.00    1.76    0.13    0.38    0.63    0.00    0.00    0.00   94.35
22:43:00     all    5.62    0.00    2.62    0.12    0.62    0.50    0.00    0.00    0.00   90.51
22:43:01     all    4.04    0.00    2.78    0.00    0.38    0.38    0.25    0.00    0.00   92.17
22:43:02     all    7.44    0.00    2.40    0.00    0.38    0.63    0.00    0.00    0.00   89.16
22:43:03     all    4.63    0.00    2.75    0.00    0.50    0.50    0.00    0.00    0.00   91.61
22:43:04     all   10.43    0.00    3.02    0.00    0.50    0.38    0.00    0.00    0.00   85.68
22:43:05     all    3.14    0.00    1.63    0.13    0.38    0.63    0.00    0.00    0.00   94.10
22:43:06     all    2.51    0.00    1.38    0.13    0.63    0.25    0.00    0.00    0.00   95.11
22:43:07     all    3.03    0.00    1.89    1.89    0.38    0.13    0.13    0.00    0.00   92.56
22:43:08     all    4.64    0.00    1.51    1.13    0.50    1.00    0.00    0.00    0.00   91.22
22:43:09     all    3.88    0.00    2.01    0.13    0.25    0.25    0.00    0.00    0.00   93.48
22:43:10     all    7.38    0.00    2.38    0.25    0.75    0.88    0.00    0.00    0.00   88.38
22:43:11     all    5.67    0.00    3.90    0.25    0.25    0.25    0.00    0.00    0.00   89.67
22:43:12     all    4.49    0.00    2.62    0.00    0.75    0.62    0.12    0.00    0.00   91.40
22:43:13     all    5.67    0.00    1.77    0.13    0.13    0.25    0.00    0.00    0.00   92.06
22:43:14     all    5.40    0.00    1.63    0.13    0.63    0.63    0.00    0.00    0.00   91.58
22:43:15     all    3.88    0.00    1.88    0.00    0.38    0.25    0.00    0.00    0.00   93.62
22:43:16     all    2.52    0.00    1.13    0.00    0.25    0.63    0.00    0.00    0.00   95.47
22:43:17     all    2.52    0.00    1.38    0.00    0.38    0.25    0.00    0.00    0.00   95.47
22:43:18     all    6.03    0.00    3.14    0.00    0.63    0.50    0.13    0.00    0.00   89.57
22:43:19     all    7.88    0.00    2.13    0.00    0.38    0.38    0.00    0.00    0.00   89.24
22:43:20     all   13.98    0.00    2.02    0.00    0.63    0.88    0.00    0.00    0.00   82.49
22:43:21     all    4.54    0.00    3.28    0.13    0.38    0.25    0.00    0.00    0.00   91.42
22:43:22     all    4.65    0.00    2.51    0.13    0.38    0.50    0.00    0.00    0.00   91.83
22:43:23     all    3.02    0.00    1.63    0.00    0.50    0.25    0.00    0.00    0.00   94.60
22:43:24     all    5.02    0.00    2.38    0.13    0.25    0.63    0.00    0.00    0.00   91.59
22:43:25     all    6.63    0.00    2.50    0.13    0.75    0.38    0.13    0.00    0.00   89.49
22:43:26     all    6.68    0.00    1.51    0.00    0.13    0.50    0.00    0.00    0.00   91.17
22:43:27     all    4.52    0.00    1.63    0.13    0.75    0.38    0.00    0.00    0.00   92.59
22:43:28     all    3.75    0.00    1.87    0.12    0.37    0.87    0.00    0.00    0.00   93.01
22:43:29     all    4.92    0.00    2.02    0.00    0.63    0.13    0.00    0.00    0.00   92.31
22:43:30     all    5.16    0.00    2.64    0.00    0.38    1.01    0.00    0.00    0.00   90.82
22:43:31     all    4.13    0.00    3.13    0.13    0.63    0.38    0.00    0.00    0.00   91.61
22:43:32     all    7.73    0.00    2.28    0.00    0.25    0.63    0.00    0.00    0.00   89.10
22:43:33     all    3.73    0.00    2.74    0.00    0.75    0.25    0.00    0.00    0.00   92.54
22:43:34     all    9.70    0.00    2.77    0.38    0.25    0.50    0.00    0.00    0.00   86.40
22:43:35     all    4.47    0.00    2.11    0.12    0.62    0.75    0.12    0.00    0.00   91.80
22:43:36     all    4.42    0.00    1.64    0.00    0.25    0.38    0.00    0.00    0.00   93.31
22:43:37     all    3.90    0.00    1.76    0.13    0.63    0.50    0.00    0.00    0.00   93.08
22:43:38     all    6.39    0.00    1.50    0.00    0.25    0.50    0.00    0.00    0.00   91.35
22:43:39     all    4.77    0.00    2.26    0.13    0.50    0.38    0.00    0.00    0.00   91.96
22:43:40     all    6.00    0.00    2.12    0.00    0.50    0.88    0.12    0.00    0.00   90.38
22:43:41     all   18.03    0.00    3.91    0.13    0.63    0.50    0.00    0.00    0.00   76.80
22:43:42     all    4.42    0.00    2.40    0.00    0.25    0.25    0.00    0.00    0.00   92.68
22:43:43     all    5.76    0.00    2.13    0.00    0.50    0.50    0.00    0.00    0.00   91.11
22:43:44     all    7.31    0.00    2.27    0.38    0.63    0.76    0.00    0.00    0.00   88.65
22:43:45     all    4.12    0.00    1.87    0.00    0.50    0.75    0.00    0.00    0.00   92.76
22:43:46     all    5.77    0.00    1.88    0.00    0.50    0.38    0.13    0.00    0.00   91.34
22:43:47     all    4.11    0.00    2.12    0.00    0.37    0.50    0.00    0.00    0.00   92.90
22:43:48     all    4.63    0.00    2.63    0.13    0.38    0.50    0.00    0.00    0.00   91.74
22:43:49     all    6.20    0.00    2.28    0.13    0.63    0.63    0.00    0.00    0.00   90.13
22:43:50     all    7.17    0.00    2.77    0.13    0.63    0.63    0.00    0.00    0.00   88.68
22:43:51     all    4.62    0.00    3.00    0.12    0.38    0.75    0.00    0.00    0.00   91.12
22:43:52     all    4.66    0.00    2.39    0.00    0.38    0.38    0.13    0.00    0.00   92.07
22:43:53     all    2.62    0.00    1.50    0.00    0.62    0.12    0.00    0.00    0.00   95.12
22:43:54     all    3.02    0.00    1.26    0.00    0.13    0.50    0.00    0.00    0.00   95.09
22:43:55     all    7.02    0.00    2.38    0.25    0.63    0.38    0.00    0.00    0.00   89.35
22:43:56     all   13.11    0.00    2.52    0.00    0.38    0.76    0.00    0.00    0.00   83.23
22:43:57     all    3.00    0.00    2.12    0.12    0.38    0.75    0.00    0.00    0.00   93.62
22:43:58     all   18.20    0.00    1.77    0.00    0.63    0.13    0.00    0.00    0.00   79.27
22:43:59     all    3.37    0.00    2.12    0.12    0.00    0.75    0.12    0.00    0.00   93.52
22:44:00     all    4.88    0.00    2.13    0.13    1.00    0.50    0.00    0.00    0.00   91.36
22:44:01     all    4.17    0.00    2.90    0.13    0.13    0.25    0.00    0.00    0.00   92.42
22:44:02     all    8.38    0.00    2.38    0.12    0.88    0.38    0.00    0.00    0.00   87.88
22:44:03     all    2.77    0.00    2.40    0.00    0.13    0.50    0.00    0.00    0.00   94.20
22:44:04     all   11.10    0.00    3.03    0.38    0.76    0.76    0.00    0.00    0.00   83.98
22:44:05     all    4.65    0.00    2.51    0.13    0.25    0.63    0.00    0.00    0.00   91.83
22:44:06     all    3.26    0.00    1.13    0.13    0.75    0.38    0.25    0.00    0.00   94.10
22:44:07     all    5.16    0.00    2.01    0.13    0.25    0.63    0.00    0.00    0.00   91.82
22:44:08     all    6.00    0.00    1.75    0.38    0.75    1.00    0.00    0.00    0.00   90.12
22:44:09     all    5.41    0.00    2.26    0.38    0.25    0.25    0.00    0.00    0.00   91.45
22:44:10     all    5.53    0.00    2.01    0.13    0.50    0.88    0.00    0.00    0.00   90.95
22:44:11     all    7.64    0.00    4.01    0.38    0.50    0.25    0.00    0.00    0.00   87.22
22:44:12     all    7.41    0.00    3.77    0.00    0.75    0.88    0.00    0.00    0.00   87.19
22:44:13     all    5.55    0.00    1.89    0.13    0.25    0.63    0.00    0.00    0.00   91.55
22:44:14     all    4.17    0.00    1.77    0.00    0.51    0.63    0.00    0.00    0.00   92.93
22:44:15     all    4.62    0.00    2.12    0.00    0.50    0.75    0.00    0.00    0.00   92.00
22:44:16     all    3.28    0.00    1.39    0.13    0.38    0.50    0.00    0.00    0.00   94.33
22:44:17     all    4.15    0.00    2.14    0.00    0.63    1.13    0.13    0.00    0.00   91.83
22:44:18     all    4.53    0.00    3.40    0.00    0.38    0.38    0.00    0.00    0.00   91.32
22:44:19     all    2.63    0.00    2.26    0.00    0.63    0.50    0.00    0.00    0.00   93.98
22:44:20     all   16.56    0.00    2.13    0.13    0.38    0.88    0.00    0.00    0.00   79.92
22:44:21     all    4.79    0.00    3.28    0.00    0.63    0.38    0.00    0.00    0.00   90.92
22:44:22     all    6.29    0.00    2.64    0.13    0.50    0.88    0.00    0.00    0.00   89.56
22:44:23     all    3.51    0.00    1.88    0.13    0.50    0.25    0.00    0.00    0.00   93.73
22:44:24     all   10.65    0.00    3.01    0.88    0.63    0.75    0.38    0.00    0.00   83.71
22:44:25     all   23.36    0.00    3.54    0.38    0.63    0.76    0.00    0.00    0.00   71.34
22:44:26     all   22.90    0.00    3.38    0.25    0.88    1.13    0.00    0.00    0.00   71.46
22:44:27     all    3.67    0.00    1.77    0.00    0.38    0.25    0.00    0.00    0.00   93.93
22:44:28     all    3.88    0.00    1.50    0.13    0.63    0.63    0.00    0.00    0.00   93.23
22:44:29     all   15.64    0.00    5.17    0.38    1.01    1.64    0.00    0.00    0.00   76.17
22:44:30     all    8.01    0.00    2.92    0.00    0.76    1.14    0.00    0.00    0.00   87.17
22:44:31     all    5.38    0.00    4.01    0.13    0.38    1.00    0.00    0.00    0.00   89.11
22:44:32     all   10.74    0.00    3.25    0.37    0.87    0.62    0.00    0.00    0.00   84.14
22:44:33     all    5.06    0.00    3.16    0.13    0.51    0.76    0.00    0.00    0.00   90.38
22:44:34     all   12.09    0.00    3.15    0.25    0.50    0.88    0.00    0.00    0.00   83.12
22:44:35     all    6.18    0.00    2.14    0.00    0.88    0.63    0.00    0.00    0.00   90.16
22:44:36     all    5.65    0.00    1.63    0.00    0.38    0.63    0.00    0.00    0.00   91.71
22:44:37     all    4.14    0.00    2.13    0.00    0.50    0.63    0.00    0.00    0.00   92.60
22:44:38     all   16.88    0.00    1.64    0.25    0.50    0.25    0.00    0.00    0.00   80.48
22:44:39     all    4.12    0.00    2.37    0.12    0.62    0.62    0.12    0.00    0.00   92.01
22:44:40     all    7.31    0.00    2.52    0.13    0.88    0.88    0.00    0.00    0.00   88.27
22:44:41     all    4.67    0.00    3.66    0.00    0.25    0.38    0.00    0.00    0.00   91.05
22:44:42     all    5.26    0.00    2.50    0.13    0.75    0.38    0.00    0.00    0.00   90.99
22:44:43     all    4.89    0.00    1.88    0.00    0.13    0.75    0.13    0.00    0.00   92.23
22:44:44     all    7.85    0.00    1.74    0.00    0.75    0.50    0.00    0.00    0.00   89.17
22:44:45     all    7.77    0.00    2.38    0.13    0.25    0.50    0.00    0.00    0.00   88.97
22:44:46     all    3.14    0.00    1.00    0.00    0.63    0.50    0.00    0.00    0.00   94.73
22:44:47     all    3.28    0.00    1.64    0.00    0.25    0.13    0.00    0.00    0.00   94.70
22:44:48     all    3.88    0.00    2.63    0.13    0.63    0.88    0.13    0.00    0.00   91.74
22:44:49     all    4.67    0.00    2.27    0.13    0.38    0.38    0.00    0.00    0.00   92.18
22:44:50     all    8.43    0.00    2.39    0.13    0.75    1.01    0.00    0.00    0.00   87.30
22:44:51     all    7.17    0.00    3.77    0.38    0.50    0.88    0.00    0.00    0.00   87.30
22:44:52     all    5.16    0.00    2.89    0.13    0.75    0.75    0.13    0.00    0.00   90.19
22:44:53     all    6.47    0.00    1.78    0.00    0.25    0.38    0.00    0.00    0.00   91.12
22:44:54     all    6.56    0.00    2.14    0.13    0.76    0.63    0.00    0.00    0.00   89.79
22:44:55     all    6.55    0.00    2.77    0.13    0.76    0.76    0.00    0.00    0.00   89.04
22:44:56     all    7.67    0.00    1.76    0.13    0.38    0.50    0.00    0.00    0.00   89.56
22:44:57     all    4.28    0.00    2.01    0.00    0.50    0.63    0.00    0.00    0.00   92.58
22:44:58     all    3.25    0.00    1.88    0.00    0.50    0.50    0.00    0.00    0.00   93.88
22:44:59     all    3.64    0.00    2.01    0.00    0.63    0.63    0.00    0.00    0.00   93.09
22:45:00     all   27.42    0.00    4.91    0.13    0.88    1.26    0.13    0.00    0.00   65.28
22:45:01     all   22.56    0.00    4.44    0.51    0.51    0.89    0.00    0.00    0.00   71.10
22:45:02     all   11.43    0.00    3.27    0.00    0.75    0.88    0.00    0.00    0.00   83.67
22:45:03     all    6.41    0.00    3.77    0.25    0.75    1.13    0.00    0.00    0.00   87.69
22:45:04     all   11.65    0.00    2.78    0.00    0.76    0.89    0.00    0.00    0.00   83.92
22:45:05     all    7.16    0.00    2.64    0.00    0.38    0.50    0.00    0.00    0.00   89.32
22:45:06     all    3.51    0.00    1.25    0.00    0.63    0.63    0.00    0.00    0.00   93.98
22:45:07     all    4.27    0.00    1.63    0.13    0.38    0.63    0.00    0.00    0.00   92.97
22:45:08     all    3.40    0.00    1.64    0.13    0.50    0.50    0.00    0.00    0.00   93.82
22:45:09     all    3.67    0.00    2.02    0.25    0.51    0.38    0.13    0.00    0.00   93.05
22:45:10     all    3.27    0.00    1.26    0.13    0.50    0.63    0.00    0.00    0.00   94.21
22:45:11     all    8.61    0.00    4.43    0.13    0.76    0.89    0.00    0.00    0.00   85.19
22:45:12     all    5.40    0.00    3.51    0.00    0.63    0.63    0.00    0.00    0.00   89.84
22:45:13     all    5.56    0.00    1.90    0.13    0.13    0.38    0.00    0.00    0.00   91.91
22:45:14     all    4.75    0.00    1.75    0.25    0.88    0.62    0.00    0.00    0.00   91.75
22:45:15     all    3.14    0.00    1.88    0.00    0.13    0.63    0.13    0.00    0.00   94.10
22:45:16     all    4.38    0.00    1.50    0.00    0.75    0.62    0.00    0.00    0.00   92.75
22:45:17     all    3.92    0.00    1.52    0.00    0.25    0.25    0.00    0.00    0.00   94.05
22:45:18     all    4.65    0.00    3.40    0.13    0.63    0.50    0.25    0.00    0.00   90.44
22:45:19     all    4.62    0.00    2.00    0.12    0.37    0.87    0.00    0.00    0.00   92.01
22:45:20     all    3.90    0.00    1.39    0.13    0.63    0.38    0.00    0.00    0.00   93.58
22:45:21     all   18.99    0.00    3.90    0.00    0.50    0.75    0.00    0.00    0.00   75.85
22:45:22     all    6.29    0.00    2.52    0.00    0.50    0.25    0.13    0.00    0.00   90.31
22:45:23     all    4.99    0.00    1.87    0.12    0.50    0.62    0.00    0.00    0.00   91.89
22:45:24     all    3.66    0.00    1.77    0.13    0.13    0.38    0.00    0.00    0.00   93.95
22:45:25     all    5.78    0.00    2.39    0.00    0.88    0.38    0.00    0.00    0.00   90.58
22:45:26     all    7.92    0.00    1.51    0.25    0.00    0.63    0.00    0.00    0.00   89.69
22:45:27     all    3.00    0.00    1.75    0.00    0.75    0.25    0.00    0.00    0.00   94.26
22:45:28     all    2.40    0.00    1.39    0.00    0.25    0.38    0.00    0.00    0.00   95.59
22:45:29     all    4.14    0.00    2.13    0.13    0.25    0.63    0.00    0.00    0.00   92.72
22:45:30     all    2.76    0.00    1.63    0.13    0.75    0.25    0.13    0.00    0.00   94.36
22:45:31     all    6.40    0.00    3.39    0.13    0.25    0.63    0.00    0.00    0.00   89.21
22:45:32     all    6.16    0.00    2.64    0.00    0.75    0.50    0.00    0.00    0.00   89.95
22:45:33     all    4.40    0.00    2.14    0.13    0.25    0.38    0.00    0.00    0.00   92.70
22:45:34     all    9.16    0.00    2.26    0.13    0.75    0.63    0.00    0.00    0.00   87.08
22:45:35     all    2.27    0.00    1.89    0.00    0.13    0.00    0.00    0.00    0.00   95.71
22:45:36     all    2.88    0.00    0.75    0.00    0.38    0.63    0.00    0.00    0.00   95.36
22:45:37     all    5.02    0.00    1.76    0.00    0.50    0.38    0.25    0.00    0.00   92.10
22:45:38     all    9.76    0.00    3.13    0.25    0.63    1.38    0.00    0.00    0.00   84.86
22:45:39     all    4.16    0.00    2.14    0.00    0.38    0.38    0.00    0.00    0.00   92.94
22:45:40     all    3.52    0.00    1.76    0.13    0.50    0.38    0.00    0.00    0.00   93.72
22:45:41     all   20.13    0.00    4.18    0.00    0.63    0.76    0.13    0.00    0.00   74.18
22:45:42     all    4.52    0.00    2.63    0.13    0.88    0.63    0.00    0.00    0.00   91.22
22:45:43     all    5.81    0.00    1.89    0.13    0.25    0.25    0.00    0.00    0.00   91.67
22:45:44     all    5.12    0.00    1.87    0.12    0.75    0.87    0.00    0.00    0.00   91.26
22:45:45     all    3.90    0.00    2.02    0.13    0.00    0.38    0.00    0.00    0.00   93.58
22:45:46     all    3.54    0.00    1.01    0.00    0.63    0.63    0.00    0.00    0.00   94.18
22:45:47     all    3.78    0.00    1.89    0.00    0.38    0.38    0.00    0.00    0.00   93.58
22:45:48     all    5.01    0.00    2.88    0.00    0.63    0.63    0.00    0.00    0.00   90.86
22:45:49     all    3.25    0.00    1.75    0.25    0.38    0.50    0.12    0.00    0.00   93.75
22:45:50     all    3.28    0.00    1.64    0.00    0.63    0.38    0.00    0.00    0.00   94.07
22:45:51     all    6.45    0.00    3.41    0.00    0.51    0.76    0.00    0.00    0.00   88.87
22:45:52     all    3.88    0.00    2.62    0.00    0.50    0.50    0.00    0.00    0.00   92.50
22:45:53     all    2.01    0.00    1.51    0.13    0.38    0.25    0.00    0.00    0.00   95.73
22:45:54     all    4.01    0.00    1.63    0.00    0.38    0.38    0.00    0.00    0.00   93.61
22:45:55     all    5.90    0.00    2.01    0.25    0.25    0.63    0.00    0.00    0.00   90.97
22:45:56     all    5.91    0.00    1.51    0.00    0.38    0.25    0.13    0.00    0.00   91.82
22:45:57     all    2.63    0.00    1.50    0.00    0.63    0.50    0.00    0.00    0.00   94.74
22:45:58     all    1.89    0.00    1.51    0.13    0.13    0.00    0.00    0.00    0.00   96.34
22:45:59     all    2.75    0.00    1.37    0.12    0.62    0.75    0.00    0.00    0.00   94.38
22:46:00     all    3.27    0.00    1.38    0.00    0.25    0.00    0.13    0.00    0.00   94.97
22:46:01     all    5.56    0.00    3.16    0.00    0.51    0.38    0.00    0.00    0.00   90.40
22:46:02     all    6.98    0.00    2.87    0.00    0.50    0.75    0.00    0.00    0.00   88.90
22:46:03     all    3.03    0.00    2.27    0.00    0.38    0.00    0.00    0.00    0.00   94.32
22:46:04     all    9.49    0.00    2.25    0.00    0.50    1.00    0.00    0.00    0.00   86.77
22:46:05     all    2.92    0.00    1.65    0.00    0.25    0.00    0.00    0.00    0.00   95.18
22:46:06     all    1.62    0.00    1.12    0.00    0.37    0.37    0.00    0.00    0.00   96.50
22:46:07     all    2.39    0.00    1.38    0.00    0.50    0.25    0.00    0.00    0.00   95.48
22:46:08     all    2.77    0.00    1.39    0.13    0.25    0.38    0.00    0.00    0.00   95.09
22:46:09     all    3.64    0.00    1.63    0.13    0.38    0.38    0.13    0.00    0.00   93.73
22:46:10     all    3.64    0.00    1.13    0.25    0.38    0.38    0.00    0.00    0.00   94.23
22:46:11     all    6.68    0.00    3.65    0.00    0.63    0.50    0.00    0.00    0.00   88.54
22:46:12     all    4.18    0.00    2.92    0.13    0.38    0.51    0.00    0.00    0.00   91.89
22:46:13     all    5.49    0.00    2.00    0.25    0.50    0.37    0.00    0.00    0.00   91.39
22:46:14     all    2.76    0.00    1.13    0.00    0.50    0.50    0.25    0.00    0.00   94.85
22:46:15     all    3.50    0.00    1.50    0.12    0.25    0.38    0.12    0.00    0.00   94.12
22:46:16     all    2.27    0.00    1.01    0.00    0.38    0.38    0.00    0.00    0.00   95.96
22:46:17     all    3.38    0.00    1.75    0.12    0.25    0.25    0.00    0.00    0.00   94.25
22:46:18     all    3.25    0.00    2.63    0.00    0.63    0.50    0.00    0.00    0.00   92.99
22:46:19     all    3.78    0.00    2.02    0.13    0.13    0.25    0.00    0.00    0.00   93.70
22:46:20     all    3.01    0.00    1.13    0.00    0.88    0.25    0.00    0.00    0.00   94.74
22:46:21     all    6.45    0.00    3.41    0.00    0.13    0.76    0.00    0.00    0.00   89.25
22:46:22     all    4.00    0.00    2.75    0.25    0.62    0.38    0.00    0.00    0.00   92.00
22:46:23     all    2.25    0.00    1.88    0.00    0.38    0.50    0.00    0.00    0.00   94.99
22:46:24     all    3.92    0.00    1.52    0.13    0.00    0.13    0.00    0.00    0.00   94.30
22:46:25     all    5.33    0.00    2.36    0.00    0.87    0.62    0.12    0.00    0.00   90.69
22:46:26     all    6.82    0.00    1.39    0.13    0.13    0.25    0.00    0.00    0.00   91.29
22:46:27     all    2.87    0.00    1.37    0.00    0.50    0.25    0.00    0.00    0.00   95.01
22:46:28     all    2.26    0.00    1.38    0.00    0.50    0.38    0.00    0.00    0.00   95.49
22:46:29     all    3.40    0.00    1.51    0.13    0.13    0.50    0.00    0.00    0.00   94.33
22:46:30     all    2.26    0.00    1.38    0.00    0.75    0.50    0.00    0.00    0.00   95.11
22:46:31     all    6.05    0.00    3.53    0.00    0.25    0.38    0.00    0.00    0.00   89.79
22:46:32     all    8.90    0.00    2.76    0.00    0.63    0.63    0.00    0.00    0.00   87.09
22:46:33     all    2.64    0.00    2.39    0.00    0.25    0.25    0.13    0.00    0.00   94.33
22:46:34     all    9.34    0.00    2.37    0.00    0.75    0.50    0.00    0.00    0.00   87.05
22:46:35     all    2.77    0.00    1.64    0.13    0.25    0.38    0.13    0.00    0.00   94.72
22:46:36     all    2.01    0.00    1.25    0.00    0.13    0.38    0.00    0.00    0.00   96.24
22:46:37     all    3.38    0.00    1.38    0.00    0.62    0.38    0.12    0.00    0.00   94.12
22:46:38     all    2.38    0.00    1.76    0.13    0.25    0.13    0.00    0.00    0.00   95.36
22:46:39     all    3.15    0.00    1.26    0.13    0.13    0.50    0.00    0.00    0.00   94.83
22:46:40     all    2.38    0.00    1.12    0.12    0.62    0.50    0.00    0.00    0.00   95.25
22:46:41     all    7.17    0.00    4.40    0.13    0.50    0.13    0.13    0.00    0.00   87.55
22:46:42     all    5.10    0.00    2.24    0.00    0.50    0.75    0.12    0.00    0.00   91.29
22:46:43     all    4.05    0.00    1.77    0.00    0.38    0.25    0.00    0.00    0.00   93.54
22:46:44     all   19.95    0.00    1.88    0.13    0.63    0.50    0.00    0.00    0.00   76.91
22:46:45     all    6.41    0.00    1.88    0.00    0.38    0.75    0.00    0.00    0.00   90.58
22:46:46     all    2.51    0.00    1.00    0.13    0.50    0.25    0.13    0.00    0.00   95.49
22:46:47     all    3.28    0.00    1.39    0.00    0.13    0.25    0.00    0.00    0.00   94.95
22:46:48     all    3.25    0.00    2.13    0.00    0.75    0.75    0.00    0.00    0.00   93.12
22:46:49     all    3.13    0.00    2.51    0.13    0.13    0.25    0.00    0.00    0.00   93.86
22:46:50     all    4.03    0.00    1.13    0.13    0.38    0.50    0.00    0.00    0.00   93.84
22:46:51     all    6.57    0.00    3.41    0.00    0.63    0.51    0.00    0.00    0.00   88.87
22:46:52     all    4.00    0.00    3.38    0.00    0.62    0.62    0.00    0.00    0.00   91.38
22:46:53     all    3.02    0.00    1.76    0.00    0.25    0.25    0.00    0.00    0.00   94.71
22:46:54     all    3.16    0.00    2.02    0.13    0.25    0.38    0.00    0.00    0.00   94.07
22:46:55     all    5.65    0.00    2.01    0.00    0.75    0.25    0.00    0.00    0.00   91.34
22:46:56     all    9.33    0.00    1.77    0.13    0.25    0.38    0.00    0.00    0.00   88.15
22:46:57     all    5.01    0.00    1.63    0.00    0.38    0.50    0.00    0.00    0.00   92.48
22:46:58     all    2.76    0.00    1.38    0.25    0.50    0.38    0.00    0.00    0.00   94.74
22:46:59     all    3.00    0.00    2.13    0.00    0.13    0.38    0.00    0.00    0.00   94.37
22:47:00     all   14.02    0.00    1.25    0.25    0.75    0.38    0.00    0.00    0.00   83.35
22:47:01     all    5.93    0.00    3.91    0.13    0.25    0.76    0.00    0.00    0.00   89.03
22:47:02     all    7.03    0.00    2.89    0.00    0.88    0.25    0.00    0.00    0.00   88.96
22:47:03     all    4.41    0.00    2.39    0.00    0.13    0.63    0.00    0.00    0.00   92.44
22:47:04     all   32.45    0.00    4.40    0.00    0.88    0.88    0.00    0.00    0.00   61.38
22:47:05     all   44.83    0.00    6.26    0.00    0.77    1.53    0.00    0.00    0.00   46.62
22:47:06     all   21.94    0.00    2.65    0.00    0.63    0.76    0.00    0.00    0.00   74.02
22:47:07     all   27.15    0.00    2.78    0.00    0.63    0.76    0.00    0.00    0.00   68.69
22:47:08     all   27.30    0.00    2.89    0.00    0.63    0.50    0.00    0.00    0.00   68.68
22:47:09     all   27.75    0.00    3.50    0.25    0.75    1.12    0.00    0.00    0.00   66.62
22:47:10     all   28.00    0.00    2.62    0.00    0.62    1.00    0.00    0.00    0.00   67.75
22:47:11     all   31.64    0.00    5.59    0.13    0.76    1.02    0.00    0.00    0.00   60.86
22:47:12     all   26.99    0.00    5.30    0.00    0.88    1.13    0.00    0.00    0.00   65.70
22:47:13     all    4.99    0.00    1.62    0.12    0.37    0.62    0.25    0.00    0.00   92.02
22:47:14     all    3.27    0.00    1.88    0.13    0.50    0.38    0.00    0.00    0.00   93.84
22:47:15     all    4.65    0.00    1.51    0.00    0.38    0.38    0.00    0.00    0.00   93.08
22:47:16     all    5.03    0.00    1.51    0.00    0.38    0.63    0.13    0.00    0.00   92.33
22:47:17     all    3.75    0.00    1.38    0.25    0.62    0.25    0.00    0.00    0.00   93.75
22:47:18     all    3.39    0.00    2.76    0.13    0.13    0.38    0.13    0.00    0.00   93.09
22:47:19     all    4.76    0.00    2.01    0.13    0.50    0.38    0.00    0.00    0.00   92.23
22:47:20     all    3.75    0.00    1.12    0.00    0.50    0.50    0.00    0.00    0.00   94.12
22:47:21     all   17.15    0.00    3.40    0.13    0.50    0.63    0.00    0.00    0.00   78.18
22:47:22     all    4.03    0.00    2.01    0.00    0.50    0.38    0.00    0.00    0.00   93.08
22:47:23     all    2.38    0.00    1.38    0.00    0.38    0.25    0.13    0.00    0.00   95.49
22:47:24     all    3.39    0.00    2.51    0.13    0.38    0.63    0.00    0.00    0.00   92.96
22:47:25     all    6.04    0.00    2.14    0.13    0.50    0.13    0.00    0.00    0.00   91.07
22:47:26     all    8.26    0.00    1.75    0.13    0.25    0.75    0.00    0.00    0.00   88.86
22:47:27     all    2.89    0.00    1.76    0.00    0.50    0.13    0.13    0.00    0.00   94.60
22:47:28     all    2.63    0.00    1.63    0.00    0.25    0.38    0.13    0.00    0.00   94.99
22:47:29     all    3.25    0.00    1.63    0.25    0.25    0.63    0.00    0.00    0.00   93.99
22:47:30     all    2.39    0.00    1.38    0.00    0.75    0.13    0.00    0.00    0.00   95.35
22:47:31     all    7.11    0.00    3.17    0.00    0.25    0.89    0.00    0.00    0.00   88.58
22:47:32     all    7.02    0.00    2.88    0.00    0.88    0.50    0.00    0.00    0.00   88.72
22:47:33     all    4.53    0.00    2.52    0.00    0.13    0.25    0.00    0.00    0.00   92.57
22:47:34     all   11.54    0.00    2.13    0.25    0.75    0.63    0.00    0.00    0.00   84.69
22:47:35     all    2.89    0.00    2.26    0.13    0.25    0.38    0.00    0.00    0.00   94.10
22:47:36     all    4.39    0.00    0.88    0.00    0.38    0.50    0.00    0.00    0.00   93.85
22:47:37     all    3.26    0.00    1.75    0.00    0.50    0.13    0.00    0.00    0.00   94.36
22:47:38     all    2.88    0.00    1.63    0.13    0.25    0.25    0.00    0.00    0.00   94.86
22:47:39     all    2.51    0.00    1.88    0.13    0.50    0.75    0.00    0.00    0.00   94.22
22:47:40     all    3.28    0.00    1.26    0.00    0.25    0.13    0.13    0.00    0.00   94.95
22:47:41     all    7.26    0.00    4.26    0.25    0.63    0.63    0.00    0.00    0.00   86.98
22:47:42     all    4.76    0.00    2.26    0.13    0.38    0.63    0.00    0.00    0.00   91.85
22:47:43     all   15.00    0.00    1.88    0.12    0.50    0.25    0.00    0.00    0.00   82.25
22:47:44     all    3.28    0.00    1.77    0.00    0.50    0.38    0.00    0.00    0.00   94.07
22:47:45     all    3.15    0.00    1.13    0.00    0.38    0.38    0.00    0.00    0.00   94.96
22:47:46     all    3.76    0.00    1.00    0.00    0.38    0.50    0.00    0.00    0.00   94.35
22:47:47     all    2.77    0.00    1.64    0.00    0.13    0.25    0.00    0.00    0.00   95.22
